"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1003000;"Powiat łaski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";21,8;"osoba";"";
1004000;"Powiat łęczycki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";19,2;"osoba";"";
1005000;"Powiat łowicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,4;"osoba";"";
1006000;"Powiat łódzki wschodni";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";25,5;"osoba";"";
1007000;"Powiat opoczyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";11,5;"osoba";"";
1008000;"Powiat pabianicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";31,2;"osoba";"";
1009000;"Powiat pajęczański";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";7,7;"osoba";"";
1010000;"Powiat piotrkowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";7,4;"osoba";"";
1011000;"Powiat poddębicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,8;"osoba";"";
1012000;"Powiat radomszczański";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,6;"osoba";"";
1013000;"Powiat rawski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,4;"osoba";"";
1014000;"Powiat sieradzki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";26,1;"osoba";"";
1015000;"Powiat skierniewicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";4,2;"osoba";"";
1016000;"Powiat tomaszowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";17,5;"osoba";"";
1017000;"Powiat wieluński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";19,8;"osoba";"";
1018000;"Powiat wieruszowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";8,6;"osoba";"";
1019000;"Powiat zduńskowolski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,8;"osoba";"";
1020000;"Powiat zgierski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";37,7;"osoba";"";
1021000;"Powiat brzeziński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";25,4;"osoba";"";
1061000;"Powiat m.Łódź";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";87,2;"osoba";"";
1062000;"Powiat m.Piotrków Trybunalski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";42,6;"osoba";"";
1063000;"Powiat m.Skierniewice";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";45,5;"osoba";"";
1201000;"Powiat bocheński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,6;"osoba";"";
1202000;"Powiat brzeski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,2;"osoba";"";
1203000;"Powiat chrzanowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";21,8;"osoba";"";
1204000;"Powiat dąbrowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,6;"osoba";"";
1205000;"Powiat gorlicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";17,5;"osoba";"";
1206000;"Powiat krakowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";17,0;"osoba";"";
1207000;"Powiat limanowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,1;"osoba";"";
1208000;"Powiat miechowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";24,5;"osoba";"";
1209000;"Powiat myślenicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,6;"osoba";"";
1210000;"Powiat nowosądecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,8;"osoba";"";
1211000;"Powiat nowotarski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,4;"osoba";"";
1212000;"Powiat olkuski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";20,5;"osoba";"";
1213000;"Powiat oświęcimski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";20,1;"osoba";"";
1214000;"Powiat proszowicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,9;"osoba";"";
1215000;"Powiat suski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";19,7;"osoba";"";
1216000;"Powiat tarnowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";8,0;"osoba";"";
1217000;"Powiat tatrzański";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";36,0;"osoba";"";
1218000;"Powiat wadowicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,5;"osoba";"";
1219000;"Powiat wielicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,5;"osoba";"";
1261000;"Powiat m.Kraków";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";84,3;"osoba";"";
1262000;"Powiat m.Nowy Sącz";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";38,3;"osoba";"";
1263000;"Powiat m.Tarnów";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";64,8;"osoba";"";
1401000;"Powiat białobrzeski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";7,3;"osoba";"";
1402000;"Powiat ciechanowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";31,4;"osoba";"";
1403000;"Powiat garwoliński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,3;"osoba";"";
1404000;"Powiat gostyniński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,0;"osoba";"";
1405000;"Powiat grodziski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";33,1;"osoba";"";
1406000;"Powiat grójecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,7;"osoba";"";
1407000;"Powiat kozienicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";17,8;"osoba";"";
1408000;"Powiat legionowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";21,6;"osoba";"";
1409000;"Powiat lipski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,4;"osoba";"";
1410000;"Powiat łosicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";9,5;"osoba";"";
1411000;"Powiat makowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,7;"osoba";"";
1412000;"Powiat miński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";17,3;"osoba";"";
1413000;"Powiat mławski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,2;"osoba";"";
1414000;"Powiat nowodworski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";21,3;"osoba";"";
1415000;"Powiat ostrołęcki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";5,4;"osoba";"";
1416000;"Powiat ostrowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,0;"osoba";"";
1417000;"Powiat otwocki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";42,9;"osoba";"";
1418000;"Powiat piaseczyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";34,1;"osoba";"";
1419000;"Powiat płocki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";8,7;"osoba";"";
1420000;"Powiat płoński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";20,2;"osoba";"";
1421000;"Powiat pruszkowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";28,1;"osoba";"";
1422000;"Powiat przasnyski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,3;"osoba";"";
1423000;"Powiat przysuski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";5,9;"osoba";"";
1424000;"Powiat pułtuski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,8;"osoba";"";
1425000;"Powiat radomski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";9,3;"osoba";"";
1426000;"Powiat siedlecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";5,0;"osoba";"";
1427000;"Powiat sierpecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,6;"osoba";"";
1428000;"Powiat sochaczewski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";19,6;"osoba";"";
1429000;"Powiat sokołowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,3;"osoba";"";
1430000;"Powiat szydłowiecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";9,5;"osoba";"";
1432000;"Powiat warszawski zachodni";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";24,0;"osoba";"";
1433000;"Powiat węgrowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";11,2;"osoba";"";
1434000;"Powiat wołomiński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,9;"osoba";"";
1435000;"Powiat wyszkowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,2;"osoba";"";
1436000;"Powiat zwoleński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";8,9;"osoba";"";
1437000;"Powiat żuromiński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";7,4;"osoba";"";
1438000;"Powiat żyrardowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,3;"osoba";"";
1461000;"Powiat m.Ostrołęka";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";60,7;"osoba";"";
1462000;"Powiat m.Płock";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";49,8;"osoba";"";
1463000;"Powiat m.Radom";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";43,8;"osoba";"";
1464000;"Powiat m.Siedlce";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";66,8;"osoba";"";
1465000;"Powiat m. st. Warszawa";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";83,7;"osoba";"";
1601000;"Powiat brzeski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,9;"osoba";"";
1602000;"Powiat głubczycki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,7;"osoba";"";
1603000;"Powiat kędzierzyńsko-kozielski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";22,0;"osoba";"";
1604000;"Powiat kluczborski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,2;"osoba";"";
1605000;"Powiat krapkowicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,1;"osoba";"";
1606000;"Powiat namysłowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,5;"osoba";"";
1607000;"Powiat nyski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";21,9;"osoba";"";
1608000;"Powiat oleski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,8;"osoba";"";
1609000;"Powiat opolski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,9;"osoba";"";
1610000;"Powiat prudnicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,6;"osoba";"";
1611000;"Powiat strzelecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,0;"osoba";"";
1661000;"Powiat m.Opole";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";78,4;"osoba";"";
1801000;"Powiat bieszczadzki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,8;"osoba";"";
1802000;"Powiat brzozowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";26,1;"osoba";"";
1803000;"Powiat dębicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,7;"osoba";"";
1804000;"Powiat jarosławski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";17,5;"osoba";"";
1805000;"Powiat jasielski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";20,5;"osoba";"";
1806000;"Powiat kolbuszowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";11,7;"osoba";"";
1807000;"Powiat krośnieński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,6;"osoba";"";
1808000;"Powiat leżajski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";19,3;"osoba";"";
1809000;"Powiat lubaczowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,4;"osoba";"";
1810000;"Powiat łańcucki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";22,2;"osoba";"";
1811000;"Powiat mielecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,0;"osoba";"";
1812000;"Powiat niżański";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";11,6;"osoba";"";
1813000;"Powiat przemyski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";8,6;"osoba";"";
1814000;"Powiat przeworski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";17,9;"osoba";"";
1815000;"Powiat ropczycko-sędziszowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";9,3;"osoba";"";
1816000;"Powiat rzeszowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";8,9;"osoba";"";
1817000;"Powiat sanocki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";20,0;"osoba";"";
1818000;"Powiat stalowowolski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";26,0;"osoba";"";
1819000;"Powiat strzyżowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";11,9;"osoba";"";
1820000;"Powiat tarnobrzeski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,4;"osoba";"";
1821000;"Powiat leski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";21,4;"osoba";"";
